銀行,年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-機動,定存利率-三個月-固定,定存利率-三個月-機動,定存利率-六個月-固定,定存利率-六個月-機動,定存利率-九個月-固定,定存利率-九個月-機動,定存利率-一年期-固定,定存利率-一年期-機動,定存利率-二年期-固定,定存利率-二年期-機動,定存利率-三年期-固定,定存利率-三年期-機動,定儲利率-一年期-固定,定儲利率-一年期-機動,定儲利率-二年期-固定,定儲利率-二年期-機動,定儲利率-三年期-固定,定儲利率-三年期-機動,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
土地銀行,098/05,--,0.100,--,0.250,0.355,0.645,0.455,0.695,0.585,0.855,0.715,0.985,0.775,1.085,0.825,1.130,0.850,1.155,0.795,1.110,0.850,1.155,0.890,1.205,--,1.110,--,1.110,--,2.710
土地銀行,098/06,--,0.100,--,0.250,0.355,0.645,0.455,0.695,0.585,0.855,0.715,0.985,0.775,1.085,0.825,1.130,0.850,1.155,0.795,1.110,0.850,1.155,0.890,1.205,--,1.110,--,1.110,--,2.710
土地銀行,098/07,--,0.100,--,0.250,0.355,0.645,0.455,0.695,0.585,0.855,0.715,0.985,0.775,1.085,0.825,1.130,0.850,1.155,0.795,1.110,0.850,1.155,0.890,1.205,--,1.110,--,1.110,--,2.710
土地銀行,098/08,--,0.100,--,0.250,0.355,0.645,0.455,0.695,0.585,0.855,0.715,0.985,0.775,1.085,0.825,1.130,0.850,1.155,0.795,1.110,0.850,1.155,0.890,1.205,--,1.110,--,1.110,--,2.710
土地銀行,098/09,--,0.100,--,0.250,0.355,0.645,0.455,0.695,0.585,0.855,0.715,0.985,0.775,1.085,0.825,1.130,0.850,1.155,0.795,1.110,0.850,1.155,0.890,1.205,--,1.110,--,1.110,--,2.710
土地銀行,098/10,--,0.100,--,0.230,0.455,0.580,0.555,0.620,0.695,0.775,0.825,0.900,0.885,1.005,0.945,1.030,0.970,1.055,0.905,1.030,0.970,1.055,1.010,1.105,--,1.110,--,1.110,--,2.710
土地銀行,098/11,--,0.100,--,0.230,0.455,0.580,0.555,0.620,0.695,0.775,0.825,0.900,0.885,1.005,0.945,1.030,0.970,1.055,0.905,1.030,0.970,1.055,1.010,1.105,--,1.030,--,1.030,--,2.630
土地銀行,098/12,--,0.100,--,0.230,0.455,0.580,0.555,0.620,0.695,0.775,0.825,0.900,0.885,1.005,0.945,1.030,0.970,1.055,0.905,1.030,0.970,1.055,1.010,1.105,--,1.030,--,1.030,--,2.630
土地銀行,099/01,--,0.100,--,0.230,0.455,0.580,0.555,0.620,0.695,0.775,0.825,0.900,0.885,1.005,0.945,1.030,0.970,1.055,0.905,1.030,0.970,1.055,1.010,1.105,--,1.030,--,1.030,--,2.630
土地銀行,099/02,--,0.100,--,0.230,0.455,0.580,0.555,0.620,0.695,0.775,0.825,0.900,0.885,1.005,0.945,1.030,0.970,1.055,0.905,1.030,0.970,1.055,1.010,1.105,--,1.030,--,1.030,--,2.630
土地銀行,099/03,--,0.100,--,0.230,0.455,0.580,0.555,0.620,0.695,0.775,0.825,0.900,0.885,1.005,0.945,1.030,0.970,1.055,0.905,1.030,0.970,1.055,1.010,1.105,--,1.030,--,1.030,--,2.630
土地銀行,099/04,--,0.100,--,0.230,0.455,0.580,0.555,0.620,0.695,0.775,0.825,0.900,0.885,1.005,0.945,1.030,0.970,1.055,0.905,1.030,0.970,1.055,1.010,1.105,--,1.030,--,1.030,--,2.630
土地銀行,099/05,--,0.100,--,0.230,0.455,0.580,0.555,0.620,0.695,0.775,0.825,0.900,0.885,1.005,0.945,1.030,0.970,1.055,0.905,1.030,0.970,1.055,1.010,1.105,--,1.030,--,1.030,--,2.630
土地銀行,099/06,--,0.110,--,0.250,0.540,0.640,0.640,0.680,0.790,0.835,0.920,0.960,1.010,1.065,1.070,1.090,1.095,1.115,1.030,1.090,1.095,1.115,1.135,1.165,--,1.030,--,1.030,--,2.630
土地銀行,099/07,--,0.110,--,0.250,0.540,0.640,0.640,0.680,0.790,0.835,0.920,0.960,1.010,1.065,1.070,1.090,1.095,1.115,1.030,1.090,1.095,1.115,1.135,1.165,--,1.030,--,1.090,--,2.630
土地銀行,099/08,--,0.110,--,0.250,0.540,0.640,0.640,0.680,0.790,0.835,0.920,0.960,1.010,1.065,1.070,1.090,1.095,1.115,1.030,1.090,1.095,1.115,1.135,1.165,--,1.090,--,1.090,--,2.690
土地銀行,099/09,--,0.110,--,0.250,0.540,0.640,0.640,0.680,0.790,0.835,0.920,0.960,1.010,1.065,1.070,1.090,1.095,1.115,1.030,1.090,1.095,1.115,1.135,1.165,--,1.090,--,1.090,--,2.690
土地銀行,099/10,--,0.120,--,0.270,0.660,0.700,0.740,0.740,0.900,0.895,1.030,1.020,1.130,1.125,1.170,1.150,1.200,1.175,1.150,1.150,1.200,1.175,1.240,1.225,--,1.090,--,1.090,--,2.690
土地銀行,099/11,--,0.120,--,0.270,0.660,0.700,0.740,0.740,0.900,0.895,1.030,1.020,1.130,1.125,1.170,1.150,1.200,1.175,1.150,1.150,1.200,1.175,1.240,1.225,--,1.150,--,1.150,--,2.750
土地銀行,099/12,--,0.120,--,0.270,0.660,0.700,0.740,0.740,0.900,0.895,1.030,1.020,1.130,1.125,1.170,1.150,1.200,1.175,1.150,1.150,1.200,1.175,1.240,1.225,--,1.150,--,1.150,--,2.750
土地銀行,100/01,--,0.130,--,0.280,0.750,0.750,0.790,0.790,0.960,0.945,1.090,1.070,1.190,1.175,1.230,1.200,1.260,1.225,1.210,1.200,1.260,1.225,1.300,1.275,--,1.150,--,1.150,--,2.750
土地銀行,100/02,--,0.130,--,0.280,0.750,0.750,0.790,0.790,0.960,0.945,1.090,1.070,1.190,1.175,1.230,1.200,1.260,1.225,1.210,1.200,1.260,1.225,1.300,1.275,--,1.200,--,1.200,--,2.800
土地銀行,100/03,--,0.130,--,0.280,0.750,0.750,0.790,0.790,0.960,0.945,1.090,1.070,1.190,1.175,1.230,1.200,1.260,1.225,1.210,1.200,1.260,1.225,1.300,1.275,--,1.200,--,1.200,--,2.800
土地銀行,100/04,--,0.160,--,0.310,0.750,0.750,0.870,0.870,1.050,1.035,1.180,1.160,1.280,1.265,1.320,1.290,1.350,1.315,1.300,1.290,1.350,1.315,1.390,1.365,--,1.200,--,1.200,--,2.800
土地銀行,100/05,--,0.160,--,0.310,0.750,0.750,0.870,0.870,1.050,1.035,1.180,1.160,1.280,1.265,1.320,1.290,1.350,1.315,1.300,1.290,1.350,1.315,1.390,1.365,--,1.290,--,1.290,--,2.890
土地銀行,100/06,--,0.160,--,0.310,0.750,0.750,0.870,0.870,1.050,1.035,1.180,1.160,1.280,1.265,1.320,1.290,1.350,1.315,1.300,1.290,1.350,1.315,1.390,1.365,--,1.290,--,1.290,--,2.890
土地銀行,100/07,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.290,--,1.290,--,2.890
土地銀行,100/08,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,100/09,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,100/10,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,100/11,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,100/12,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/01,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/02,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/03,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/04,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/05,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/06,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/07,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/08,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/09,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/10,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/11,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,101/12,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/01,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/02,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/03,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/04,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/05,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/06,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/07,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/08,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/09,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/10,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/11,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,102/12,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/01,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/02,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/03,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/04,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/05,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/06,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/07,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/08,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/09,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/10,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/11,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,103/12,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,104/01,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,104/02,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,104/03,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,104/04,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,104/05,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,104/06,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,104/07,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,104/08,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.130,1.115,1.250,1.230,1.360,1.345,1.400,1.370,1.430,1.395,1.380,1.370,1.430,1.395,1.470,1.445,--,1.370,--,1.370,--,2.970
土地銀行,104/09,--,0.150,--,0.310,0.810,0.810,0.870,0.870,1.055,1.045,1.170,1.160,1.285,1.275,1.330,1.300,1.355,1.325,1.310,1.300,1.355,1.325,1.400,1.375,--,1.370,--,1.370,--,2.970
土地銀行,104/10,--,0.150,--,0.310,0.810,0.810,0.870,0.870,1.055,1.045,1.170,1.160,1.285,1.275,1.330,1.300,1.355,1.325,1.310,1.300,1.355,1.325,1.400,1.375,--,1.370,--,1.300,--,2.970
土地銀行,104/11,--,0.150,--,0.310,0.810,0.810,0.870,0.870,1.055,1.045,1.170,1.160,1.285,1.275,1.330,1.300,1.355,1.325,1.310,1.300,1.355,1.325,1.400,1.375,--,1.300,--,1.300,--,2.900
土地銀行,104/12,--,0.130,--,0.290,0.740,0.740,0.800,0.800,0.955,0.975,1.070,1.090,1.205,1.205,1.230,1.230,1.255,1.255,1.230,1.230,1.255,1.255,1.300,1.305,--,1.300,--,1.300,--,2.900
土地銀行,105/01,--,0.130,--,0.290,0.740,0.740,0.800,0.800,0.955,0.975,1.070,1.090,1.205,1.205,1.230,1.230,1.255,1.255,1.230,1.230,1.255,1.255,1.300,1.305,--,1.300,--,1.230,--,2.900
土地銀行,105/02,--,0.130,--,0.290,0.740,0.740,0.800,0.800,0.955,0.975,1.070,1.090,1.205,1.205,1.230,1.230,1.255,1.255,1.230,1.230,1.255,1.255,1.300,1.305,--,1.230,--,1.230,--,2.830
土地銀行,105/03,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.865,0.905,0.980,1.020,1.125,1.135,1.130,1.160,1.155,1.185,1.150,1.160,1.155,1.185,1.200,1.235,--,1.230,--,1.230,--,2.830
土地銀行,105/04,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.865,0.905,0.980,1.020,1.125,1.135,1.130,1.160,1.155,1.185,1.150,1.160,1.155,1.185,1.200,1.235,--,1.230,--,1.160,--,2.830
土地銀行,105/05,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.865,0.905,0.980,1.020,1.125,1.135,1.130,1.160,1.155,1.185,1.150,1.160,1.155,1.185,1.200,1.235,--,1.160,--,1.160,--,2.760
土地銀行,105/06,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.865,0.905,0.980,1.020,1.125,1.135,1.130,1.160,1.155,1.185,1.150,1.160,1.155,1.185,1.200,1.235,--,1.160,--,1.160,--,2.760
土地銀行,105/07,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.160,--,1.160,--,2.760
土地銀行,105/08,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,105/09,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,105/10,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,105/11,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,105/12,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/01,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/02,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/03,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/04,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/05,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/06,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/07,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/08,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/09,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/10,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/11,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,106/12,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,107/01,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,107/02,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,107/03,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,107/04,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,107/05,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,107/06,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,107/07,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
土地銀行,107/08,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.785,0.835,0.900,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.110,1.165,--,1.090,--,1.090,--,2.690
